EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1001718,37.0,Male,Technical Degree,Single,Research & Development,Manager R&D,Non-Travel,5.0,2,3,84.0,4,1,3,0.0,No,14.0,1,7.0,2.0,1,6.0,5.0,1.0,3.0,No,3
E1001719,56.0,Female,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,1.0,2,1,90.0,3,1,1,2.0,No,22.0,4,5.0,3.0,4,3.0,2.0,1.0,0.0,No,4
E1001723,24.0,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,4.0,1,4,42.0,3,2,3,1.0,Yes,12.0,3,5.0,3.0,3,5.0,4.0,0.0,3.0,No,3
E1001725,34.0,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,1.0,3,4,86.0,2,1,2,5.0,No,17.0,1,7.0,2.0,2,5.0,4.0,0.0,2.0,No,3
E1001726,41.0,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,5.0,5,2,90.0,4,1,3,2.0,Yes,12.0,1,7.0,5.0,2,4.0,2.0,0.0,3.0,No,3
E1001727,40.0,Male,Other,Divorced,Research & Development,Laboratory Technician,Non-Travel,9.0,4,3,81.0,3,2,3,3.0,No,11.0,3,11.0,2.0,4,8.0,7.0,0.0,7.0,No,3
E1001731,31.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,8.0,2,1,31.0,3,3,4,1.0,No,18.0,1,13.0,5.0,3,13.0,7.0,9.0,9.0,No,2
E1001736,39.0,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Non-Travel,2.0,3,1,54.0,2,1,1,2.0,Yes,23.0,2,11.0,2.0,4,1.0,0.0,0.0,0.0,Yes,4
E1001737,31.0,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,1.0,5,3,100.0,4,3,2,1.0,No,11.0,1,10.0,2.0,3,10.0,8.0,4.0,7.0,Yes,3
E1001738,45.0,Male,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,20.0,3,2,95.0,1,3,1,2.0,Yes,18.0,2,24.0,2.0,3,7.0,7.0,0.0,7.0,No,3
E1001739,31.0,Female,Medical,Single,Human Resources,Human Resources,Travel_Rarely,8.0,2,4,96.0,4,1,2,9.0,No,18.0,4,8.0,3.0,3,3.0,2.0,0.0,2.0,No,3
E1001743,45.0,Male,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,29.0,3,2,55.0,3,3,4,4.0,Yes,18.0,4,10.0,4.0,4,3.0,1.0,1.0,2.0,No,3
E1001745,34.0,Female,Technical Degree,Married,Human Resources,Human Resources,Travel_Rarely,9.0,4,1,52.0,3,1,3,1.0,No,15.0,4,2.0,0.0,3,2.0,2.0,2.0,2.0,Yes,2
E1001746,40.0,Male,Medical,Divorced,Research & Development,Research Director,Non-Travel,8.0,1,4,55.0,2,3,2,2.0,No,11.0,3,16.0,5.0,3,9.0,8.0,4.0,8.0,No,3
E1001749,44.0,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Non-Travel,5.0,3,3,90.0,2,1,3,3.0,No,14.0,4,7.0,5.0,3,5.0,2.0,0.0,3.0,No,3
E1001751,49.0,Male,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,5.0,4,1,96.0,3,2,3,2.0,No,14.0,2,20.0,0.0,2,3.0,2.0,1.0,2.0,No,2
E1001752,40.0,Male,Medical,Divorced,Research & Development,Research Scientist,Travel_Rarely,2.0,3,3,68.0,3,1,3,2.0,No,14.0,3,8.0,3.0,4,3.0,1.0,1.0,2.0,No,4
E1001753,44.0,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,20.0,3,4,49.0,3,1,2,1.0,No,13.0,3,6.0,3.0,2,5.0,2.0,1.0,3.0,No,3
E1001755,33.0,Male,Medical,Married,Sales,Sales Executive,Travel_Frequently,7.0,3,4,54.0,3,2,1,0.0,No,14.0,1,5.0,2.0,3,4.0,3.0,0.0,3.0,No,3
E1001756,34.0,Male,Other,Single,Sales,Sales Executive,Travel_Rarely,3.0,3,4,81.0,1,2,1,3.0,No,18.0,4,15.0,2.0,3,13.0,9.0,3.0,12.0,No,3
E1001757,30.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,16.0,1,4,96.0,3,2,3,8.0,No,15.0,3,4.0,2.0,2,2.0,1.0,2.0,2.0,No,3
E1001758,42.0,Female,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,9.0,2,1,74.0,3,1,4,1.0,No,13.0,3,12.0,3.0,3,12.0,9.0,5.0,8.0,No,2
E1001759,44.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,1.0,5,1,79.0,3,2,3,7.0,No,12.0,3,11.0,4.0,2,1.0,0.0,0.0,0.0,No,3
E1001760,30.0,Male,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,7.0,3,3,64.0,3,1,3,1.0,No,13.0,2,1.0,2.0,2,1.0,0.0,0.0,0.0,No,3
E1001761,57.0,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1.0,2,2,93.0,4,2,3,0.0,No,24.0,1,13.0,2.0,2,12.0,9.0,2.0,8.0,No,2
E1001762,49.0,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,7.0,4,3,35.0,3,3,2,3.0,No,14.0,2,29.0,3.0,3,8.0,7.0,0.0,7.0,No,3
E1001763,34.0,Male,Medical,Divorced,Research & Development,Research Director,Travel_Frequently,15.0,3,2,71.0,3,4,1,7.0,No,14.0,4,16.0,3.0,2,14.0,8.0,6.0,9.0,No,2
E1001764,28.0,Male,Technical Degree,Married,Sales,Sales Representative,Travel_Frequently,1.0,3,1,92.0,3,1,3,3.0,No,15.0,4,5.0,3.0,4,3.0,2.0,1.0,2.0,Yes,2
E1001767,34.0,Female,Medical,Single,Sales,Sales Executive,Travel_Rarely,24.0,4,1,40.0,2,2,2,0.0,Yes,23.0,3,16.0,2.0,4,15.0,9.0,10.0,10.0,Yes,2
E1001770,35.0,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,7.0,1,4,76.0,3,1,3,1.0,No,13.0,1,1.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E1001773,24.0,Female,Life Sciences,Married,Sales,Sales Representative,Non-Travel,13.0,2,4,78.0,3,1,2,1.0,No,13.0,3,1.0,2.0,3,1.0,0.0,0.0,0.0,No,3
E1001774,44.0,Male,Medical,Single,Research & Development,Manager R&D,Travel_Frequently,2.0,1,2,86.0,3,3,3,5.0,Yes,18.0,2,16.0,2.0,2,2.0,2.0,2.0,2.0,No,2
E1001775,29.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,19.0,3,3,77.0,2,2,3,1.0,No,14.0,3,10.0,3.0,3,10.0,7.0,0.0,4.0,No,3
E1001779,55.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,4.0,4,4,30.0,3,2,3,0.0,Yes,16.0,2,4.0,2.0,3,3.0,2.0,1.0,2.0,No,3
E1001780,33.0,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,4.0,4,1,82.0,2,1,2,8.0,No,11.0,4,8.0,5.0,3,5.0,4.0,0.0,2.0,No,3
E1001781,47.0,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,14.0,3,3,78.0,3,2,3,3.0,Yes,17.0,3,11.0,4.0,2,5.0,4.0,1.0,2.0,No,3
E1001782,28.0,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,2.0,2,3,38.0,2,1,1,7.0,No,11.0,3,8.0,2.0,2,0.0,0.0,0.0,0.0,Yes,3
E1001784,28.0,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,1.0,3,1,72.0,2,1,3,1.0,No,14.0,4,1.0,2.0,1,1.0,0.0,0.0,0.0,No,3
E1001785,28.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,7.0,3,3,55.0,3,2,1,0.0,No,14.0,4,5.0,5.0,3,4.0,2.0,1.0,3.0,No,3
E1001787,49.0,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,3.0,2,3,43.0,2,2,1,4.0,No,25.0,1,10.0,3.0,3,3.0,2.0,1.0,2.0,No,4
E1001791,29.0,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,2.0,1,4,97.0,3,1,2,0.0,No,13.0,3,4.0,3.0,3,3.0,2.0,0.0,2.0,No,3
E1001792,28.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,29.0,1,3,96.0,1,2,2,1.0,No,14.0,2,8.0,2.0,2,8.0,6.0,1.0,7.0,No,3
E1001793,33.0,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,8.0,5,4,69.0,3,2,3,2.0,Yes,17.0,1,14.0,6.0,3,0.0,0.0,0.0,0.0,No,3
E1001794,32.0,Male,Medical,Single,Research & Development,Manager,Travel_Rarely,10.0,3,3,64.0,3,3,4,2.0,No,25.0,2,10.0,5.0,4,5.0,2.0,0.0,0.0,No,3
E1001798,54.0,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,11.0,4,2,87.0,3,4,4,3.0,No,20.0,1,26.0,2.0,3,14.0,9.0,1.0,12.0,No,2
E1001800,29.0,Male,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,1.0,4,1,100.0,2,1,1,6.0,No,13.0,3,11.0,2.0,1,9.0,7.0,0.0,7.0,Yes,3
E1001805,46.0,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,3.0,3,3,51.0,3,4,2,8.0,No,12.0,4,23.0,2.0,4,13.0,12.0,5.0,1.0,No,3
E1001807,35.0,Female,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,16.0,3,4,91.0,2,3,2,1.0,No,19.0,4,11.0,3.0,1,11.0,8.0,3.0,3.0,No,3
E1001811,23.0,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,20.0,1,1,97.0,3,2,3,0.0,No,14.0,2,5.0,2.0,3,4.0,3.0,1.0,2.0,No,2
E1001812,40.0,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,9.0,4,4,86.0,3,1,1,3.0,No,14.0,2,15.0,3.0,1,5.0,4.0,1.0,0.0,Yes,3
E1001813,34.0,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,1.0,3,4,64.0,2,3,3,1.0,Yes,14.0,4,10.0,3.0,3,10.0,9.0,8.0,6.0,No,3
E1001817,50.0,Male,Medical,Single,Research & Development,Research Director,Travel_Frequently,22.0,5,3,88.0,1,4,4,1.0,Yes,13.0,4,32.0,2.0,3,32.0,6.0,13.0,9.0,No,3
E1001820,42.0,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,2.0,3,3,68.0,2,1,2,4.0,No,14.0,2,4.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E1001821,37.0,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,13.0,3,1,47.0,3,2,4,1.0,No,17.0,1,10.0,2.0,3,10.0,8.0,3.0,7.0,No,2
E1001822,29.0,Female,Other,Married,Research & Development,Healthcare Representative,Travel_Rarely,8.0,1,3,39.0,1,2,1,3.0,No,13.0,3,9.0,3.0,3,7.0,7.0,0.0,7.0,No,3
E1001823,33.0,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,25.0,3,4,44.0,2,2,2,1.0,No,13.0,4,5.0,2.0,3,5.0,3.0,0.0,2.0,No,3
E1001824,45.0,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,28.0,3,4,97.0,3,1,4,4.0,No,20.0,4,8.0,3.0,3,5.0,4.0,0.0,3.0,No,4
E1001825,42.0,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Frequently,2.0,3,4,40.0,3,3,4,2.0,Yes,14.0,3,24.0,3.0,1,20.0,8.0,13.0,9.0,No,3
E1001826,40.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,9.0,2,1,47.0,3,2,1,0.0,No,12.0,4,9.0,5.0,4,8.0,4.0,7.0,1.0,No,2
E1001827,33.0,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,28.0,4,2,79.0,3,2,3,1.0,Yes,12.0,2,15.0,3.0,3,15.0,14.0,5.0,7.0,No,2
E1001828,40.0,Male,Medical,Single,Human Resources,Manager,Travel_Rarely,6.0,2,3,38.0,3,4,4,1.0,Yes,21.0,4,21.0,2.0,3,21.0,7.0,7.0,7.0,No,4
E1001829,24.0,Male,Technical Degree,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,21.0,2,3,57.0,2,1,1,0.0,No,14.0,2,2.0,3.0,3,1.0,1.0,0.0,0.0,No,3
E1001830,40.0,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Non-Travel,8.0,2,4,72.0,3,2,4,3.0,Yes,18.0,3,8.0,2.0,3,2.0,2.0,2.0,2.0,No,3
E1001831,45.0,Male,Technical Degree,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1.0,4,1,66.0,3,3,2,1.0,No,12.0,1,10.0,4.0,3,10.0,8.0,7.0,7.0,No,2
E1001832,35.0,Female,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,28.0,4,2,98.0,2,1,3,0.0,No,23.0,1,6.0,5.0,3,5.0,3.0,4.0,2.0,No,2
E1001834,36.0,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,2.0,4,3,70.0,3,1,4,3.0,Yes,21.0,4,7.0,3.0,2,3.0,2.0,1.0,2.0,No,4
E1001835,48.0,Female,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,16.0,4,3,96.0,3,2,3,8.0,No,14.0,3,18.0,2.0,3,8.0,7.0,7.0,7.0,No,3
E1001838,33.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,8.0,4,1,46.0,3,2,1,2.0,No,13.0,4,8.0,6.0,1,2.0,2.0,2.0,2.0,No,2
E1001840,30.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1.0,3,2,64.0,2,2,1,1.0,No,11.0,4,10.0,4.0,3,10.0,8.0,6.0,7.0,Yes,2
E1001841,38.0,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,10.0,4,3,71.0,3,2,3,3.0,No,11.0,3,10.0,2.0,3,6.0,3.0,1.0,2.0,No,3
E1001846,30.0,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,29.0,4,3,33.0,3,3,2,3.0,No,12.0,2,9.0,3.0,3,4.0,2.0,1.0,3.0,No,3
E1001847,35.0,Female,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,2.0,3,1,69.0,3,1,1,1.0,Yes,12.0,4,1.0,2.0,3,1.0,0.0,0.0,0.0,Yes,3
E1001850,53.0,Female,Technical Degree,Married,Research & Development,Manufacturing Director,Travel_Rarely,2.0,5,3,78.0,2,3,4,0.0,No,16.0,2,34.0,4.0,3,33.0,7.0,1.0,9.0,Yes,3
E1001851,38.0,Male,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,2.0,3,3,81.0,3,2,2,4.0,No,11.0,1,7.0,2.0,3,5.0,2.0,1.0,4.0,Yes,3
E1001854,48.0,Female,Other,Married,Research & Development,Manager R&D,Travel_Rarely,15.0,4,3,65.0,3,1,1,8.0,No,12.0,4,10.0,3.0,2,8.0,2.0,7.0,6.0,No,3
E1001855,34.0,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,7.0,4,1,35.0,3,1,4,1.0,No,13.0,3,1.0,4.0,1,1.0,0.0,0.0,0.0,No,3
E1001856,55.0,Male,Marketing,Married,Sales,Manager,Travel_Rarely,26.0,5,3,60.0,2,5,4,1.0,No,21.0,3,36.0,3.0,3,36.0,6.0,2.0,13.0,No,4
E1001858,34.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,1.0,4,2,45.0,3,2,4,9.0,No,17.0,2,9.0,3.0,2,2.0,2.0,2.0,1.0,No,2
E1001860,38.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,14.0,3,3,80.0,3,2,2,0.0,No,11.0,4,10.0,3.0,3,9.0,8.0,7.0,7.0,No,3
E1001863,36.0,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1.0,4,2,73.0,3,2,3,6.0,No,13.0,1,15.0,5.0,3,1.0,0.0,0.0,0.0,No,3
E1001864,29.0,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,3.0,1,2,87.0,3,1,1,1.0,Yes,18.0,4,10.0,3.0,3,10.0,9.0,1.0,5.0,No,2
E1001865,35.0,Female,Medical,Single,Research & Development,Healthcare Representative,Travel_Rarely,10.0,4,1,51.0,3,2,3,3.0,Yes,16.0,3,10.0,4.0,3,5.0,2.0,0.0,4.0,No,3
E1001866,39.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,6.0,3,4,38.0,4,3,3,2.0,No,11.0,1,11.0,3.0,3,7.0,6.0,7.0,6.0,No,3
E1001868,29.0,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,2.0,1,1,87.0,3,2,4,1.0,No,19.0,4,6.0,0.0,4,6.0,4.0,1.0,3.0,No,2
E1001869,50.0,Male,Marketing,Married,Sales,Manager,Travel_Rarely,9.0,3,3,59.0,3,5,3,4.0,Yes,16.0,3,27.0,2.0,3,1.0,0.0,0.0,0.0,No,3
E1001870,23.0,Male,Technical Degree,Married,Finance,Finance Manager,Travel_Rarely,10.0,3,4,45.0,4,1,3,2.0,No,16.0,4,4.0,2.0,3,2.0,2.0,2.0,2.0,No,3
E1001874,35.0,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,28.0,3,2,46.0,4,2,3,1.0,No,17.0,4,10.0,3.0,2,10.0,9.0,6.0,8.0,No,2
E1001875,34.0,Male,Technical Degree,Married,Finance,Finance Manager,Travel_Frequently,10.0,4,4,92.0,2,2,3,1.0,No,14.0,2,8.0,3.0,2,8.0,2.0,7.0,7.0,No,3
E1001877,43.0,Male,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,27.0,3,4,87.0,4,1,2,5.0,No,12.0,3,8.0,0.0,3,6.0,4.0,0.0,2.0,No,3
E1001882,28.0,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,24.0,3,3,51.0,3,1,2,1.0,Yes,17.0,3,1.0,3.0,3,1.0,1.0,0.0,0.0,Yes,3
E1001883,22.0,Female,Other,Married,Finance,Finance Manager,Non-Travel,26.0,2,2,85.0,2,1,3,1.0,Yes,14.0,2,4.0,2.0,2,4.0,2.0,1.0,3.0,No,2
E1001884,50.0,Male,Medical,Married,Finance,Finance Manager,Travel_Frequently,20.0,5,2,41.0,3,4,3,2.0,Yes,15.0,3,32.0,3.0,3,30.0,8.0,12.0,13.0,No,2
E1001885,32.0,Female,Other,Married,Finance,Finance Manager,Travel_Rarely,5.0,4,2,35.0,4,1,4,3.0,No,17.0,4,6.0,3.0,3,3.0,2.0,0.0,2.0,No,3
E1001886,44.0,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,7.0,3,2,31.0,3,5,4,0.0,Yes,14.0,4,23.0,4.0,2,22.0,7.0,1.0,10.0,No,2
E1001887,30.0,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,7.0,3,2,48.0,2,1,2,1.0,No,12.0,2,6.0,3.0,2,6.0,4.0,1.0,1.0,No,2
E1001889,45.0,Female,Medical,Single,Finance,Finance Manager,Travel_Rarely,5.0,5,3,50.0,1,2,1,1.0,Yes,14.0,1,10.0,3.0,3,10.0,7.0,1.0,4.0,No,3
E1001890,45.0,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,26.0,3,1,52.0,2,2,1,1.0,No,15.0,1,10.0,2.0,3,10.0,7.0,4.0,5.0,No,2
E1001891,31.0,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,2.0,4,4,54.0,3,2,1,7.0,No,13.0,4,10.0,3.0,3,5.0,2.0,0.0,3.0,No,3
E1001892,36.0,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,12.0,4,3,76.0,3,2,3,9.0,Yes,12.0,2,7.0,2.0,3,3.0,2.0,1.0,1.0,No,3
E1001893,34.0,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,10.0,4,3,42.0,4,2,4,1.0,No,13.0,1,9.0,3.0,3,9.0,7.0,7.0,2.0,No,3
E1001895,49.0,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,25.0,4,3,84.0,3,1,1,1.0,No,14.0,4,10.0,3.0,2,9.0,6.0,1.0,4.0,No,3
E1001897,27.0,Male,Other,Divorced,Finance,Finance Manager,Travel_Rarely,19.0,3,4,67.0,2,1,1,1.0,No,11.0,1,7.0,3.0,3,7.0,7.0,0.0,7.0,No,3
E1001899,35.0,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,18.0,5,2,48.0,4,2,1,1.0,No,11.0,4,16.0,2.0,3,16.0,15.0,1.0,10.0,No,2
E1001900,28.0,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,27.0,3,2,39.0,1,2,1,0.0,No,21.0,2,6.0,5.0,2,5.0,3.0,0.0,0.0,No,3
E1001901,21.0,Male,Medical,Single,Finance,Finance Manager,Travel_Rarely,5.0,1,3,97.0,3,1,4,1.0,No,18.0,3,3.0,2.0,3,2.0,2.0,2.0,2.0,No,3
E1001902,18.0,Female,Medical,Single,Sales,Sales Representative,Travel_Frequently,3.0,2,2,70.0,3,1,4,1.0,Yes,12.0,3,0.0,2.0,4,0.0,0.0,0.0,0.0,Yes,3
E1001903,47.0,Female,Life Sciences,Married,Human Resources,Manager,Travel_Rarely,26.0,4,4,98.0,3,5,3,3.0,No,11.0,3,27.0,2.0,3,5.0,2.0,1.0,0.0,No,3
E1001905,39.0,Male,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,3.0,2,3,76.0,2,2,3,0.0,No,15.0,4,11.0,3.0,3,10.0,8.0,0.0,7.0,No,3
E1001908,35.0,Female,Life Sciences,Married,Finance,Finance Manager,Non-Travel,8.0,4,3,52.0,3,2,3,1.0,No,12.0,4,15.0,5.0,3,14.0,11.0,2.0,9.0,No,3
E1001909,37.0,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,19.0,3,3,85.0,3,2,3,3.0,No,17.0,1,9.0,2.0,2,4.0,3.0,0.0,2.0,No,3
E1001911,39.0,Female,Medical,Single,Finance,Finance Manager,Travel_Frequently,4.0,3,1,81.0,3,2,3,0.0,No,13.0,4,10.0,2.0,1,9.0,2.0,3.0,8.0,No,2
E1001916,38.0,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,2.0,2,4,54.0,2,3,3,3.0,Yes,19.0,4,10.0,6.0,4,5.0,4.0,0.0,2.0,No,3
E1001918,37.0,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,10.0,3,2,71.0,3,1,2,1.0,No,11.0,1,8.0,2.0,1,8.0,4.0,7.0,7.0,No,2
E1001919,40.0,Female,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,16.0,3,3,84.0,3,3,4,6.0,Yes,15.0,4,18.0,2.0,2,4.0,2.0,3.0,3.0,No,3
E1001920,44.0,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,1.0,5,1,37.0,3,2,4,4.0,Yes,11.0,3,14.0,3.0,3,10.0,7.0,0.0,2.0,No,3
E1001923,35.0,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,15.0,2,1,59.0,1,2,4,6.0,Yes,14.0,4,7.0,2.0,2,2.0,2.0,2.0,2.0,Yes,2
E1001924,24.0,Female,Technical Degree,Single,Finance,Finance Manager,Travel_Frequently,2.0,1,1,32.0,3,1,4,1.0,Yes,13.0,3,6.0,2.0,3,6.0,3.0,1.0,3.0,No,2
E1001925,27.0,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,8.0,3,2,86.0,4,1,3,7.0,No,17.0,1,5.0,0.0,3,3.0,2.0,0.0,2.0,No,3
E1001926,27.0,Male,Medical,Single,Finance,Finance Manager,Travel_Frequently,2.0,3,4,87.0,3,1,4,2.0,No,13.0,3,6.0,0.0,2,4.0,2.0,1.0,2.0,No,3
E1001931,25.0,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Frequently,2.0,1,4,77.0,4,2,3,1.0,No,17.0,3,7.0,6.0,3,7.0,7.0,0.0,7.0,No,3
E1001932,39.0,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,12.0,3,4,66.0,3,2,2,4.0,No,21.0,3,7.0,3.0,3,5.0,4.0,1.0,0.0,No,4
E1001933,49.0,Female,Other,Married,Finance,Finance Manager,Travel_Rarely,22.0,4,1,72.0,3,4,2,3.0,No,16.0,2,27.0,2.0,3,4.0,2.0,1.0,2.0,No,2
E1001934,50.0,Female,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,17.0,5,4,50.0,2,3,1,5.0,No,15.0,3,19.0,3.0,3,14.0,11.0,1.0,11.0,No,3
E1001935,20.0,Female,Medical,Single,Sales,Sales Representative,Travel_Rarely,2.0,3,3,31.0,3,1,3,1.0,No,19.0,1,2.0,3.0,3,2.0,2.0,2.0,2.0,No,3
E1001936,34.0,Female,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,3.0,3,4,66.0,3,2,2,1.0,No,12.0,3,11.0,2.0,3,11.0,8.0,7.0,9.0,No,3
E1001937,36.0,Male,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,7.0,3,1,77.0,3,1,2,2.0,No,11.0,3,15.0,4.0,3,4.0,3.0,1.0,3.0,No,2
E1001939,49.0,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,6.0,1,3,41.0,2,4,3,2.0,Yes,19.0,2,30.0,3.0,3,15.0,11.0,2.0,12.0,No,3
E1001940,36.0,Female,Medical,Married,Finance,Finance Manager,Non-Travel,1.0,4,4,33.0,2,2,3,0.0,No,15.0,3,4.0,6.0,3,3.0,2.0,1.0,2.0,No,3
E1001942,36.0,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,3.0,2,4,79.0,4,2,1,6.0,No,20.0,1,13.0,3.0,3,5.0,4.0,0.0,4.0,No,4
E1001943,54.0,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,22.0,5,2,91.0,3,4,3,3.0,No,25.0,3,36.0,6.0,3,10.0,8.0,4.0,7.0,No,2
E1001944,43.0,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,15.0,2,3,65.0,2,4,3,1.0,No,24.0,1,14.0,3.0,3,14.0,10.0,6.0,11.0,No,4
E1001945,35.0,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,12.0,4,4,36.0,3,2,4,3.0,Yes,24.0,1,13.0,2.0,4,11.0,9.0,6.0,7.0,Yes,4
E1001947,29.0,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,5.0,3,1,43.0,2,2,2,1.0,Yes,13.0,2,10.0,3.0,2,10.0,0.0,0.0,9.0,No,3
